歌曲,歌手,連結,作詞,作曲,編曲,製作,歌詞全文,cluster_name,emo_joy,emo_sad,emo_calm,emo_angry,emo_fear_anxiety,emo_disgust,cluster
長大是件麻煩的事,張震嶽,,伍佰,伍佰,,,長大是件麻煩的事褲子越來越小 每天早上還要刮鬍子長大是件麻煩的事男生要當兵 女生聽說還要生孩子長大是件麻煩的事跟她說聲嗨 大家都說我們在談戀愛長大是件麻煩的事畢業十年後 大家不知道變成什麼樣子夏天的樹蔭底下非常的舒服蟬聲和鳥聲把我和樹團團圍住腦中一直在想剛才的作文題目長大了之後你要做什麼事風吹了過來 樹葉也掉了下來我想來想去一直想不出來操場 籃球 大書包還有我的制服我還是喜歡現在的樣子長大是件麻煩的事天天都在想我的老婆會是什麼樣子長大是件麻煩的事老朋友下次聚首又要等到什麼時候喔~~~~是不是想她就是已經開始戀愛牽她的手為什麼覺得有點奇怪老師說現在如果你們不用功機會就會從你身邊溜走福利社前面那條黃色的小狗長大了以後是不是還會記得我抓一把白雲還有一把藍色天空裝在我腦袋裡頭 回家可以做夢長大是件麻煩的事褲子越來越小 每天早上還要刮鬍子長大是件麻煩的事男生要當兵 女生聽說還要生孩子長大是件麻煩的事跟她說聲嗨 大家都說我們在談戀愛長大是件麻煩的事畢業十年後 大家不知道變成什麼樣子長大是件麻煩的事褲子越來越小 每天早上還要刮鬍子長大是件麻煩的事男生要當兵 女生聽說還要生孩子長大是件麻煩的事跟她說聲嗨 大家都說我們在談戀愛長大是件麻煩的事畢業十年後 大家不知道變成什麼樣子長大是件麻煩的事長大是件麻煩的事長大是件麻煩的事長大是件麻煩的事長大是件麻煩的事,節奏律動・嘻哈舞曲群,0.27322996,0.4045841,0.29157418,0.40717995,0.3717023,0.38830522,0
長成什麼樣子算愛情,麋先生,https://www.kkbox.com/tw/tc/song/KposDMJksGgkrdsYK2,吳聖皓,林喆安,麋先生,,一把傘配一場大雨 一碗湯配一個冬季 一雙手配一次可惜 把這些習慣的取名 愛情 一個我配上一個你 一次期待配一次忘記 從一首歌一齣電影 找一些蛛絲馬跡 找到相同的我 卻不一樣的你 我愛你 太矯情 哭笑別 太盡興 這浪漫 非典型 不像樣 不自己 不放心去愛的畸形 我就問你 長成什麼樣子算愛情 試過幾次照樣造句 去理解我的不確定 承諾該是相偎相依 還是只是各取所需 我們就是有我 而你是你自己 我愛你 太矯情 哭笑別 太盡興 這浪漫 非典型 不像樣 不自己 不放心去愛的畸形 我就問你 裝模作樣的搞懂 接受 不是我的我 好好愛過 卻沒被愛過 我愛你 太噁心 哭笑別 太盡興 這浪漫 非典型 不像樣 不自己 不放心去愛的畸形 我就問你 長成什麼樣子算愛情 你的愛情才不算愛情,戀愛甜系・溫柔告白群,0.42016977,0.43939853,0.41394502,0.3646783,0.3324183,0.37118727,3
長恨歌,五色石南葉,,白居易,洪塵,,,"漢皇重色思傾國
御宇多年求不得
楊家有女初長成
養在深閨人未識
春寒賜浴華清池
溫泉水滑洗凝脂
侍兒扶起嬌無力
始是新承恩澤時
漢皇重色思傾國
御宇多年求不得
楊家有女初長成
養在深閨人未識
天生麗質難自棄
一朝選在君王側
回眸一笑百媚生
六宮粉黛無顏色
臨別殷勤重寄詞
詞中有誓兩心知
七月七日長生殿
夜半無人私語時
在天願作比翼鳥
在地願為連理枝
天長地久有時盡
此恨綿綿無絕期",節奏律動・嘻哈舞曲群,0.35692304,0.35392427,0.36621556,0.3700797,0.25589818,0.3273282,0
長鏡頭,那英,,小寒,蔡健雅,蔡健雅,,"看得見彩虹我們卻都看不見風
於是愛看風箏被操弄
滿足好奇的瞳孔
突然間轟隆倒也是仁慈的一種
不忍心看風箏被擺弄
雨季總那麼有系統
看得見彩虹我們卻都看不見風
蠻橫是愛結束的幫兇
我們當時還不懂
突然的重逢倒也是仁慈的一種
總算能換個緯度想通
我感激緣份這系統
喔長鏡頭
我們的回憶沒拍下太多淚流
只有涼風藍海和沙丘
到哪天碰頭
你輕巧迴避我荒謬的舊傷口
故事結構就不必追究
看得見彩虹我們卻都看不見風
蠻橫是愛結束的幫兇
我們當時還不懂
突然的重逢倒也是仁慈的一種
總算能換個緯度想通
我感激緣份這系統
喔長鏡頭
我們的回憶沒拍下太多淚流
只有涼風藍海和沙丘到哪天碰頭
你輕巧迴避我荒謬的舊傷口
故事結構就不必追究
長鏡頭
我們的回憶沒拍下太多淚流
只有涼風藍海和沙丘到哪天碰頭
你輕巧迴避我荒謬的舊傷口
故事結構就不必追究",能量爆發・搖滾帶感群,0.3526662,0.3805136,0.32181168,0.29253992,0.33068335,0.29325658,4
阿拉斯加海灣,蔡恩雨,https://www.kkbox.com/tw/tc/song/CpvIr_efXVWGs1sJVK,Firdhaus 菲道爾 / 李康寧,Firdhaus 菲道爾,,,上天吶 難道你看不出我很愛她 怎麼明明相愛的兩個人 你要拆散他們啊 上天吶 你千萬不要偷偷告訴她 在無數夜深人靜的夜晚 有個人在想她 以後的日子你要好好照顧她 我不在她身旁你不能欺負她 別再讓人走進她心裡最後卻又離開她 因為我不願再看她流淚了 上天吶 你是不是在偷偷看笑話 明知我還沒能力保護她 讓我們相遇啊 上天吶 她最近是否不再失眠啦 願世間萬千化作一縷風 代替我擁抱她 以後的日子你要好好照顧她 我不在她身旁你不能欺負她 別再讓人走進她心裡最後卻又離開她 因為我不願再看她流淚了 希望我的努力能夠趕上她 有天我能給她完整的一個家 可若你安排了別人給她 我會祝福她 上天你別管我 先讓她幸福吧 上天吶 這些晚上我對你說的話 你別不小心漏嘴告訴她 我怕會吵醒她 上天吶 你千萬不要偷偷告訴她 在無數夜深人靜的夜晚 我依舊在想她,戀愛甜系・溫柔告白群,0.22439688,0.36172682,0.30352122,0.27320987,0.27409613,0.3037374,3
阿飛的小蝴蝶,蕭敬騰,,阿弟仔,阿弟仔,黃雨勳,,"看不見 終點
絢爛的夜 深紅的眼
極盡誘惑的一切
聽不見 是非
身在這一個混沌的世界
一路就向下墜
發現突然間 觸碰你指尖
還有機會 能夠感覺
愛一個人的純粹
你是我的小蝴蝶
我是你的小阿飛
你停在我的肩
依偎在我耳邊
從此我不再撒野
我說我的小蝴蝶
我可以為你改變
只要你願意給
我絕不會食言
不浪費你的愛 你的美
多一點 新鮮
我把玫瑰 全都染黑
鋪滿在你的床沿
再一點 時間
我要把你 刺在我的心絃
陪我直到永遠
紀念每一天 守護每一夜
無怨無悔為你奉獻
我僅有的一切
你是我的小蝴蝶
我是你的小阿飛
你停在我的肩
依偎在我耳邊
從此我不再撒野
我說我的小蝴蝶
我可以為你改變
只要你願意給
我絕不會食言
不浪費你的愛 你的美",心碎系・失戀情緒群,0.3781422,0.42230284,0.3990425,0.35937774,0.35984775,0.34663022,2
陀螺,萬曉利,,萬曉利,萬曉利,,,"在田野上轉
在清風裡轉
在飄著香的鮮花上轉
在沉默裡轉
在孤獨裡轉
在結著冰的湖面上轉
在歡笑裡轉
在淚水裡轉
在燃燒著的生命裡轉
在潔白裡轉
在血紅裡轉
在你已衰老的容顏裡轉
如果我可以停下來
我想把眼睛睜開
看著你怎麼離開
可是我不能停下來
也無法為你喝彩
請你把雙手鬆開
在酒杯裡轉
在噩夢裡轉
在不可告人的陰謀裡轉
在慾望裡轉
在掙扎裡轉
在東窗事發的麻木裡轉
在陽光燦爛的一天
你用手捂著你的臉
對我說你很疲倦
你扔下手中的道具
開始咒罵這場遊戲
說你一直想放棄
但不能停止轉
轉轉轉轉
高高地舉起你的鞭
轉轉轉轉
轉轉轉轉
輕輕地閉上我的眼",心碎系・失戀情緒群,0.42593104,0.53386164,0.49022248,0.5195999,0.44098353,0.4716175,2
雨天,孫燕姿,,小寒,李偉菘,Terence Teo,,"站在十字路的交點
該怎麼走
我卻只想回頭
除了你給的傘我再也沒有
別的藉口
去擁有你的什麼
你能體諒 我有雨天
偶爾膽怯 你都瞭解
過去那些大雨落下的瞬間
我突然發現
誰能體諒 我的雨天
所以情願回你身邊
此刻腳步 會慢一些
如此堅決
你卻越來越遠
牽手和分手來自同一雙手
做回朋友
我卻為何不懂挽留
你能體諒 我有雨天
偶爾膽怯 你都瞭解
過去那些大雨落下的瞬間
我突然發現
誰能體諒 我的雨天
所以情願回你身邊
此刻腳步 會慢一些
如此堅決
你卻越來越遠
是否太晚 路已走遠
我的眼眶淚太滿
走不回你身邊
你能體諒 我有雨天
偶爾膽怯 你都瞭解
過去那些大雨落下的瞬間
我突然發現
誰能體諒 我的雨天
此刻腳步 會慢一些
如此堅決
你卻越來越遠",正能量・勵志流行群,0.31037977,0.50586843,0.45133737,0.4022168,0.36905247,0.3743565,5
雨夜花,Various Artists,https://www.kkbox.com/tw/tc/song/WrE4OR_HHVANL1z_K7,周添旺,鄧雨賢,張德銘 Derrick Sepnio/貢多傑 Fergus Chow/詹賢哲 Chan Hsien Che,,雨夜花 雨夜花 受風雨吹落地 無人看見每日怨嗟 花謝落土不再回 雨無情 雨無情 無想阮的前程 並無看顧軟弱心性 乎阮前途失光明 雨水滴 雨水滴 引阮入受難池 怎樣乎阮離葉離枝 永遠無人通看見 花落土 花落土 有誰人通看顧 無情風雨誤阮前途 花蕊若落要如何 雨夜花 雨夜花 受風雨吹落地 無人看見每日怨嗟 花謝落土不再回 雨無情 雨無情 無想阮的前程 並無看顧軟弱心性 乎阮前途失光明,能量爆發・搖滾帶感群,0.32115066,0.42648822,0.4193388,0.38077047,0.35401762,0.3467457,4
雨後日記,單依純,,鄒沛妤 / 王子@Soulkidz,鄒沛妤 / 王子@Soulkidz,Derrick Sepnio/Fergus Chow/王子@Soulkidz,王子@Soulkidz,"十點一刻散場的話劇
預報難料突變的天氣
不講理的大雨
浸溼計劃的章句
打破夢境
匣子裡的人瘋狂喘息
聲音左右夾擊依然分辨你
只是外表比內心冷靜
其實都明晰
無聲的情緒
心照不宣的迴避
是我太像你
還是你早看清對的人不會遠離
Everything feels like a movie
圍繞我們的對手戲
流露的默契不經意
升溫的劇情
如果再有微妙時機
傘下宣誓主權的決心
聽雨講秘密
其實早心知肚明
空氣中瀰漫著的雨汽穿過我心緒
雨落下的聲音
隱隱約約拉近彼此距離
這種說不清道不明的感覺
卻來得如此確定
打破夢境
匣子裡的人瘋狂喘息
聲音左右夾擊依然分辨你
只是外表比內心冷靜
其實都明晰
無聲的情緒
心照不宣的迴避
是我太像你
還是你早看清對的人不會遠離
Everything feels like a movie
圍繞我們的對手戲
流露的默契不經意
升溫的劇情
如果再有微妙時機
傘下宣誓主權的決心
聽雨講秘密
其實早心知肚明
只屬於我和你
合聲：
讓我們一起寫
這雨後的日記
Everything feels like a movie
圍繞我們的對手戲
流露的默契不經意
升溫的劇情
如果再有微妙時機
傘下宣誓主權的決心
聽雨講秘密
其實早心知肚明",正能量・勵志流行群,0.31852478,0.50686115,0.45728084,0.46274102,0.50067824,0.45728725,5
雨愛,楊丞琳,,Wonderful,金大洲,黃宣銘,薛忠銘,"窗外的天氣
就像是 你多變的表情
下雨了 雨陪我哭泣
看不清 我也不想看清
離開你 我安靜的抽離
不忍揭曉的劇情
我的淚流在心裡
學會放棄
聽雨的聲音 一滴滴清晰
你的呼吸像雨滴滲入我的愛裡
真希望雨能下不停
讓想念繼續 讓愛變透明
我愛上給我勇氣的 Rainie Love
窗外的雨滴 一滴滴累積
屋內的溼氣像儲存愛你的記憶
真希望雨能下不停
雨愛的秘密 能一直延續
我相信我將會看到
彩虹的美麗
冷冷的空氣
很窒息 我無法呼吸
一萬顆雨滴的距離
很徹底 讓愛消失無息
離開你 我安靜的抽離
不忍揭曉的劇情
我的淚流在心裡
學會放棄
聽雨的聲音 一滴滴清晰
你的呼吸像雨滴滲入我的愛裡
真希望雨能下不停
讓想念繼續 讓愛變透明
我愛上給我勇氣的 Rainie Love
窗外的雨滴 一滴滴累積
屋內的溼氣像儲存愛你的記憶
真希望雨能下不停
雨愛的秘密能一直延續
我相信我將會看到
彩虹的美麗
屋內的溼氣像儲存愛你的記憶
真希望雨能下不停
雨愛的秘密能一直延續
我相信我將會看到
彩虹的美麗",心碎系・失戀情緒群,0.39804888,0.4940522,0.49737746,0.4110273,0.38111728,0.36680904,2
雨蝶,李翊君,,許常德/瓊瑤,張宇,涂惠源,,"愛到心破碎也別去怪誰
只因為相遇太美
就算流乾淚傷到底
心成灰也無所謂
我破繭成蝶願和你雙飛
最怕你會一去不回
雖然愛過我給過我
想過我就是安慰嘿
我向你飛雨溫柔的墜
像你的擁抱把我包圍
我向你飛多遠都不累
雖然旅途中有過痛和淚
我向你追風溫柔的吹
只要你無怨我也無悔
愛是那麼美我心陶醉
被愛的感覺
愛到心破碎也別去怪誰
只因為相遇太美
就算流乾淚傷到底
心成灰也無所謂
我破繭成蝶願和你雙飛
最怕你會一去不回
雖然愛過我給過我
想過我就是安慰嘿
我向你飛雨溫柔的墜
像你的擁抱把我包圍
我向你飛多遠都不累
雖然旅途中有過痛和淚
我向你追風溫柔的吹
只要你無怨我也無悔
愛是那麼美我心陶醉
被愛的感覺
我向你飛雨溫柔的墜
像你的擁抱把我包圍
我向你飛多遠都不累
雖然旅途中有過痛和淚
我向你追風溫柔的吹
只要你無怨我也無悔
愛是那麼美我心陶醉
被愛的感覺",戀愛甜系・溫柔告白群,0.44742274,0.5556811,0.46796393,0.45788518,0.36352688,0.43333918,3
青白,銀臨 / 黃詩扶,,Vagary,黃詩扶,Mzf小慕,左木修,"你若看著一個人久了。
她眼神變了，淡了，倦了，你比誰都更先明白。
——題記
白：
是豔是情遍身柔軟在蔓延
欲和望點綴離世天真的臉
斟酌過髮膚 旁騖著容顏
鮮血這樣冷而我這樣甜
青：
孤了寂了怎比指尖如絲緞
魅與惑染就滿身湛青鱗片
我見誰一面 毒辣只一面
偏你這樣美陪我這樣纏
白&青：青山飛瀑渡千歲月華
白：舌尖之上綻放幾瓣春花
青：一蛻一變入骨呻吟嘶啞
白：憐我欲死欲生似你啊？
青：冰涼舌信吻你眉上痂
白：暖開了魂魄妖葩
青：你若犯錯只配我來罰
白：我肯被誰責罰？
青：唇齒之間為何
白&青：隔了 一句話
白：
萬丈紅塵斑斕有心不要戀
換你慵然曉月晨煙不會倦
青：
我看他一眼 回眸只一眼
千年成欺瞞流光都哄騙
白&青：濡沫生根怎撕開魂魄？
白：血肉摩挲如何立地成佛？
青：當錯便錯此生不敢閃躲
白：陪你對過的我算什麼？
青：心頭情芽妄念中葬下
白：蓋一領錦繡袈裟
青：我犯的錯只容你抹殺
白：誰配與我廝殺？
青：如曇如霞
白&青：凋零風化 卻也罷
白&青：萬古風月相依相偎 有你啊",能量爆發・搖滾帶感群,0.38582134,0.48137778,0.40140474,0.45844948,0.45109808,0.47964615,4
青空未來,五月天 阿信,https://www.kkbox.com/tw/tc/song/-kaJLAuTMveSZHXMHz,阿信,阿信,蔡巽洋 / 盧鈞右,,下雨了 雨停了 天晴了 又黑了 天空從不為誰而蔚藍 時光從不為誰而等待 而你 只能為你自己存在 你迂迴 你徘徊 你期待 你深愛 用盡一場青春的混亂 提煉一個渴望的答案 而你 是否依然敢瘋敢愛 明天就會明白 如果你 如果我 如果回頭看 會發現 我們像 貪玩的小孩 像未來 不再來 像是沒有明天 的去愛 如果你 如果我 如果能重來 會不會 還依然 像當初勇敢 讓無悔的青空 有無垠未來 誰來過 誰離開 誰和你 留下來 一生要有多少的輾轉 才能走到幸福的彼岸 才能 活得此生無恨無憾 平凡卻不平淡 如果你 如果我 如果回頭看 會發現 我們像 貪玩的小孩 像未來 不再來 像是沒有明天 的去愛 如果你 如果我 如果能重來 會不會 還依然 像當初勇敢 讓無悔的青空 有無垠未來 如果你 如果我 如果回頭看 會發現 我們像 貪玩的小孩 像未來 不再來 像是沒有明天 的去愛 如果你 如果我 如果能重來 會不會 還依然 像當初勇敢 讓無悔的青空 有無垠未來,暖心抒情・流行情歌群,0.36176512,0.47709787,0.40533245,0.3895086,0.38110694,0.36856127,1
